Timestamp,LiquidCooling_NodeTemp_Min_NodeA_AreaC,LiquidCooling_NodeTemp_Min_NodeB_AreaC,AirDistribution_ReturnTemp_Avg_SystemA_AreaC,AirDistribution_ReturnTemp_Avg_SystemB_AreaC,AirDistribution_SupplyTemp_Avg_SystemB_AreaC,AirDistribution_SupplyTemp_Avg_SystemA_AreaC,Humidity_Avg_SensorA_AreaC,LiquidCooling_NodeTemp_Avg_NodeA_AreaC,Humidity_Avg_SensorB_AreaC,LiquidCooling_NodeTemp_Avg_NodeB_AreaC,AirDistribution_ReturnTemp_Max_SystemB_AreaC,AirDistribution_ReturnTemp_Max_SystemA_AreaC,AirDistribution_SupplyTemp_Max_SystemA_AreaC,AirDistribution_SupplyTemp_Max_SystemB_AreaC,LiquidCooling_NodeTemp_Max_NodeA_AreaC,LiquidCooling_NodeTemp_Max_NodeB_AreaC,AirDistribution_ReturnTemp_Min_SystemA_AreaC,AirDistribution_ReturnTemp_Min_SystemB_AreaC,AirDistribution_SupplyTemp_Min_SystemA_AreaC,AirDistribution_SupplyTemp_Min_SystemB_AreaC
2026/02/01 11:12:15.720 AM -06:00,66.47814178,66.56343842,84.19289398,82.55324554,67.4524231,67.9108963,33,68.7684021,32,69.10784912,84.5186615,85.7175827,68.8477478,67.74460602,70.90454102,71.46128845,80.71140289,81.28491974,67.03027344,66.47068024
2026/02/01 1:26:39.464 PM -06:00,66.6061554,67.24449921,85.55631256,84.19933319,68.69859314,68.96892548,32,69.26857758,31,69.30290222,85.9644928,87.31150818,68.86338043,69.08933258,70.90402985,71.29197693,80.43128204,80.77873993,68.63722229,68.25312042
2026/02/01 1:26:39.464 PM -06:00,67.28754425,65.82071686,75.03311157,80.34889984,67.37451935,66.67132568,42,68.68599701,40,69.04101563,84.53920746,76.11714172,69.58106995,67.92243958,71.4799881,71.53793335,73.15847015,72.27385712,66.17307281,65.9932785
2026/02/01 3:41:03.208 PM -06:00,66.02078247,67.23112488,74.89762878,84.12276459,68.88994598,67.18617249,43,67.85951233,41,68.31508636,84.08444214,76.01586914,68.96469116,68.09622955,70.29966736,70.9487915,84.14219666,79.43541718,65.95780945,68.48525238
2026/02/01 3:41:03.208 PM -06:00,67.74748993,66.09532928,86.08447266,75.96660614,66.83760834,69.66444397,48,70.25199127,46,70.30220795,87.44618225,87.54504395,70.65529633,70.98801422,73.59148407,73.42332458,72.76704407,72.48665619,69.24152374,65.58318329
2026/02/01 5:55:26.952 PM -06:00,67.16455078,66.49917603,82.73826599,75.9994278,67.36883545,67.54185486,48,68.95938873,47,69.06154633,85.69358826,84.91934204,69.41964722,67.7840271,72.83568573,71.71931458,72.74193573,72.89032745,66.87502289,66.39431763
2026/02/01 5:55:26.952 PM -06:00,65.76264191,66.03398132,83.79109955,77.76179504,68.35082245,68.43268585,53,67.50234985,53,67.72635651,83.29414368,86.44703674,69.41964722,69.92008972,69.46865082,68.33623505,78.58525848,74.73931885,68.11863708,67.86173248
2026/02/01 8:09:50.696 PM -06:00,65.80880737,65.88626862,83.35639191,76.78128815,68.00165558,68.0973053,47,67.14177704,51,67.15455627,84.47174835,85.10192108,68.74040222,69.69186401,68.47460938,68.01877594,74.52484894,74.4931488,68.04297638,66.87124634
2026/02/01 8:09:50.696 PM -06:00,66.17146301,66.29405975,84.4446106,78.50684357,68.3221817,68.37350464,51,67.58612823,49,67.59379578,86.58588409,86.08002472,68.74040222,68.32309723,69.2792511,68.53015137,83.28546906,73.55722046,67.64026642,68.04797363
2026/02/01 10:24:14.440 PM -06:00,66.10586548,66.14353943,84.92095184,78.73601532,68.83815002,68.8225174,49,67.68528748,49,67.72808838,86.34862518,86.76628876,69.26110077,69.47323608,69.44316101,68.69174194,83.66584778,74.02355194,68.41613007,68.53430176
2026/02/01 10:24:14.440 PM -06:00,67.7482605,67.16382599,83.5413208,76.96981812,67.5774765,67.76140594,53,68.77278137,53,68.45104218,84.14131927,84.82307434,68.43109131,67.8985672,70.44546509,69.9952774,78.91616821,72.34608459,67.08838654,66.80332947
2026/02/02 12:38:38.184 AM -06:00,66.52308655,66.90583801,83.65513611,77.66228485,67.30699921,66.25814819,53,67.88304138,53,67.71431732,84.71115875,86.00588226,69.10047913,67.97016144,69.61810303,69.14961243,80.9460907,72.20773315,65.63991547,66.07407379
2026/02/02 12:38:38.184 AM -06:00,64.23542023,64.55925751,73.66768646,74.39634705,68.3637619,68.51351929,50,66.427742,50,66.62388611,79.87026215,80.00631714,68.31217194,69.19087982,68.72213745,67.88066101,71.85770416,75.72626495,68.15242767,68.07100677
2026/02/02 2:53:01.928 AM -06:00,64.57462311,64.98622894,76.34088135,76.45191193,69.38964844,70.08465576,51,66.55448914,50,66.98120117,81.02098846,80.95751953,68.2330246,69.69549561,69.06361389,68.09490967,74.97245026,74.73573303,67.2493515,68.47744751
2026/02/02 2:53:01.928 AM -06:00,67.42280579,66.9095459,84.08268738,81.30277252,67.8943634,67.95009613,48,68.50389862,47,68.51028442,82.59866333,86.80612183,71.38922119,68.17569733,70.16647339,70.23232269,81.93736267,79.08914948,68.12688446,67.27568817
2026/02/02 5:07:25.672 AM -06:00,67.35949707,66.85821533,82.73110199,80.75388336,67.98635101,68.25999451,49,68.38031006,47,68.39215851,81.90260315,84.37243652,68.324646,68.16210175,69.95474243,70.1681366,81.0788269,78.75463867,67.64820099,67.9532547
2026/02/02 5:07:25.672 AM -06:00,66.14875793,66.80296326,82.84257507,80.83340454,68.14469147,68.06226349,48,68.43252563,48,68.39215851,82.64195251,83.85518646,68.38063049,68.68895721,70.12659454,70.1681366,81.70707703,78.49217987,68.12779236,67.32152557
2026/02/02 7:21:49.416 AM -06:00,64.72409821,66.98605347,82.659729,80.44644165,67.83747864,67.89520264,49,68.2348175,48,68.30838013,82.92453003,83.70249939,68.95132446,68.24353027,70.12325287,70.01542664,81.80480957,78.36064911,67.19283295,68.32048798
2026/02/02 7:21:49.416 AM -06:00,67.80121613,66.84396362,83.21217346,81.01679993,68.48600006,68.43535614,51,68.48886871,50,68.42316437,81.59217072,84.59602356,68.35070801,69.04389191,69.80709076,70.18366241,80.77274323,78.83283234,68.24420166,66.84323883
2026/02/02 9:36:13.160 AM -06:00,67.94743347,67.30945587,83.67958832,81.28549957,68.75637054,68.95892334,49,68.92196655,49,68.88731384,83.37509155,85.19049072,69.30735779,69.08547974,69.97802734,70.12107086,82.09914398,78.02774048,68.39981842,68.54118347
2026/02/02 9:36:13.160 AM -06:00,66.56259155,65.7964325,81.50101471,79.93477631,67.67691803,67.74624634,52,68.01042938,51,68.31017303,81.80243683,82.37869263,68.36985016,67.98046875,70.47476959,70.3379364,79.73249054,79.04955292,66.35549927,66.99291992
2026/02/02 11:50:36.904 AM -06:00,65.68929291,67.16111755,83.31904602,80.97364044,68.39260101,68.50964355,51,68.64656067,50,69.05156708,81.66202545,83.89691162,68.46032715,68.1601944,71.03593445,70.86748505,80.99037933,79.20256042,68.31233978,67.94605255
2026/02/02 11:50:36.904 AM -06:00,67.91004944,66.75450897,82.91017151,80.62043762,67.91872406,67.93128204,47,69.03715515,46,68.96341705,84.07714081,84.92352295,68.73300934,68.89238739,71.27215576,71.22596741,81.88105774,78.52032471,67.43096924,67.24798584
2026/02/02 2:05:00.648 PM -06:00,67.12023926,66.83777618,82.08188629,79.70261383,67.69270325,67.93344116,47,69.43490601,45,69.40818024,81.62004852,84.1333313,68.48442078,68.00374603,71.03253937,71.22373962,72.32068634,72.32659912,68.39227295,68.25265503
2026/02/02 2:05:00.648 PM -06:00,66.73069,67.17890167,83.87619019,82.41898346,68.65099335,68.62516022,44,68.76840973,42,69.03456116,88.44799805,87.96192932,69.48819733,70.7390213,72.19284058,72.10955048,82.4903183,80.95451355,66.98683929,65.82972717
2026/02/02 4:19:24.392 PM -06:00,67.48249054,67.0741806,84.42749023,82.72105408,68.7281723,69.00759125,45,69.71971893,42,69.73256683,87.65673828,88.14232635,69.34078217,69.01517487,72.80203247,73.07865143,82.52241516,81.47779083,68.61553955,68.43779755
2026/02/02 4:19:24.392 PM -06:00,65.88013458,66.84111786,82.15560913,80.2798996,67.58791351,67.58847046,47,68.75122833,45,69.00631714,81.7057724,83.61121368,68.81790161,68.058815,71.41370392,71.82069397,74.38143158,73.20004272,67.11073303,66.43470764
2026/02/02 6:33:48.136 PM -06:00,66.86612701,66.64978027,83.08778381,80.98867035,67.90311432,68.27348328,46,68.72382355,44,68.88410187,82.16044617,83.64833069,68.64066315,68.67712402,71.45965576,71.79694366,81.74758911,79.75352478,68.01423645,68.00325775
2026/02/02 6:33:48.136 PM -06:00,66.50748444,66.8791275,82.30828094,81.40132904,68.20129395,67.90995026,48,68.5316925,47,68.78920746,81.44829559,84.62042999,68.52440643,68.09525299,70.86274719,71.14476776,76.57566071,80.70474243,67.41786194,67.23134613
2026/02/02 8:48:11.880 PM -06:00,66.36964417,66.70568848,81.58719635,80.30951691,67.90584564,67.93183136,48,67.93022156,48,68.39047241,81.70823669,83.3837204,68.45276642,68.1590271,70.04906464,70.35840607,72.35375977,72.13247681,68.10014343,65.85186768
2026/02/02 8:48:11.880 PM -06:00,66.45566559,66.53108978,83.4068985,82.98763275,68.70285034,68.36024475,51,67.98447418,49,68.36678314,89.01818085,88.31374359,69.12068939,71.85610199,69.69252014,70.16854858,82.41459656,82.00730133,67.37606049,68.49753571
2026/02/02 11:02:35.624 PM -06:00,65.94462585,66.93175507,81.78221893,81.69522095,67.82214355,68.71780396,51,68.41505432,48,68.62123871,85.20546722,84.55123901,68.72805023,68.93859863,70.15781403,70.46767426,81.90808105,81.22612,68.39841461,66.80239868
2026/02/02 11:02:35.624 PM -06:00,66.85826111,66.57274628,82.83428192,81.16538239,68.49300385,67.89012909,52,67.87621307,51,68.33668518,81.80271149,83.1684494,68.4649353,67.97215271,69.64513397,70.03825378,75.32837677,78.8888092,67.41960144,68.09380341
2026/02/03 1:16:59.368 AM -06:00,66.68959808,66.7069397,82.23373413,80.85574341,67.84367371,67.83917236,53,68.17591858,50,68.50695801,81.48072052,83.58110809,68.54239865149069,68.57232666,70.11534882,70.24746704,76.31472015,80.36595917,68.02710724,67.96590424
2026/02/03 1:16:59.368 AM -06:00,66.30012512,66.448349,81.87673187,80.22202301,68.16717529,68.19224548,53,67.70761871,52,68.24272919,80.75403595,84.37382507,68.54239865149069,68.12336731,69.5068512,70.41744995,77.62998962,77.87355042,67.43764496,67.23109436
2026/02/03 3:31:23.112 AM -06:00,66.28591919,66.45463562,82.20602417,80.58470154,67.87754059,68.01483154,52,67.74160004,52,68.08254242,80.94982147,83.60047913,68.63998413,68.69709778,69.30541992,69.82310486,76.46250153,78.72068024,67.62559509,67.4074173
2026/02/03 3:31:23.112 AM -06:00,66.67658234,66.71848297,82.06401825,80.47553253,68.24304962,68.27267456,51,67.72149658,50,68.17111969,81.36672211,84.26902771,68.37479401,68.26456451,69.15519714,69.82310486,77.27035522,77.68239594,68.09376526,67.97457123
2026/02/03 5:45:46.856 AM -06:00,66.7009964,66.65615845,82.08448029,80.69235992,68.27500916,68.25963593,51,68.19178009,51,68.40433502,81.04723358,84.13455963,68.56822205,68.73217773,69.52181244,69.80474854,76.32194519,78.77919006,67.54192352,67.96401978
2026/02/03 5:45:46.856 AM -06:00,67.1546936,66.86417389,82.17373657,80.54954529,68.07549286,68.02714539,48,68.46021271,47,68.40433502,81.43662262,83.68712616,68.40185547,68.24953461,70.05136108,70.54705048,77.33894348,78.08635712,68.04671478,67.45766449
2026/02/03 8:00:10.600 AM -06:00,66.33293152,66.78018188,80.07000732,80.60314178,68.1738205,67.66290283,48,68.35515594,46,68.55615997,80.86310577,81.12252045,68.70028687,68.69670105,69.96685028,70.29144253351757,77.32404327,78.84291077,68.25309753,67.84057617
2026/02/03 8:00:10.600 AM -06:00,67.18518066,66.84427643,82.52906799,80.35597229,67.76490784,68.35866547,46,68.33050537,47,68.55615997,81.41732788,84.79137421,68.45029449,68.0951004,70.13378143,70.29144253351757,75.84554291,77.91761017,67.34249878,67.17427063
2026/02/03 10:14:34.344 AM -06:00,67.62245178,67.48529816,81.5282135,79.23342133,68.95272064,69.15375519,47,69.69701385,47,68.32845306,88.38922882,88.23408508,68.44226837,71.29407501,69.62320709,70.14387512,71.64567566,72.13365936,68.57980347,65.81588745
2026/02/03 10:14:34.344 AM -06:00,66.25520325,66.66561127,84.02636719,82.06882477,67.27200317,67.27539063,44,68.04496765,42,69.79844666,80.46812439,83.41841888,69.9050827,67.5376358,72.11959076,72.52735901,82.49343109,79.72529602,66.67744446,68.49469757
2026/02/03 12:28:58.088 PM -06:00,66.74289703,66.73918152,80.77470398,80.5175705,68.60416412,68.54724121,46,68.80467987,44,68.41770935,88.69235229,82.662323,68.50548553,71.29267883,69.95256042,70.35269165,82.63549805,79.51276398,68.29080963,65.84416962
2026/02/03 12:28:58.088 PM -06:00,67.56005096,67.1654129,83.62438202,82.70333099,67.69933319,67.79423523,42,69.57080078,40,69.54005432,82.01958466,88.10073853,68.92267609,68.05454254,72.24959564,72.42926788,71.60134888,72.08733368,66.66743469,68.20522308
2026/02/03 2:43:21.832 PM -06:00,67.43669128,66.79904938,81.09798431,79.75604248,67.28160858,67.37467957,42,68.44610596,43,68.74153137,88.75468445,83.22116852,68.89019775,67.86663818,71.24676514,71.18170166,70.87147522,71.84658051,66.71043396,65.81880951
2026/02/03 2:43:21.832 PM -06:00,65.26833344,66.95065308,83.51438904,82.36354828,68.5586853,68.61156464,44,68.95961761,41,69.11023712,81.05204773,87.88334656,68.51215363,71.40792847,70.55262756,71.4812088,82.50540924,79.54205322,68.23877716,68.2845993
2026/02/03 4:57:45.576 PM -06:00,65.80825043,66.84712982,82.07679749,80.1767807,67.92365265,68.23664093,42,68.2924881,43,67.74800873,81.74292755,83.81834412,68.89511871,68.15565491,70.04148102,70.05562592,80.91900635,77.64804077,67.3456192,67.20366669
2026/02/03 4:57:45.576 PM -06:00,67.26795959,66.53321838,82.56304169,80.49325562,68.26241302,67.97225952,43,67.71446991,42,67.74800873,83.07204437,84.44573212,68.42930603,68.7841568,69.22955322,69.22806549,77.58815002,78.74846649,68.04668427,67.92977905
2026/02/03 7:12:09.320 PM -06:00,66.22924042,66.34089661,82.30185699,80.79785919,68.34601593,68.0378952,42,67.50278473,41,67.88600922,83.02761078,84.39137268,68.9909668,69.02725983,68.9516449,69.3793869,79.02576447,78.1865387,67.61777496,67.38822937
2026/02/03 7:12:09.320 PM -06:00,66.58828735,66.63420105,82.68450928,81.45471954,67.93164063,68.39995575,43,67.73160553,42,67.88600922,82.07254791,83.77104187,68.29205322,68.18634796,69.12794495,69.61309052,77.47167206,79.55599976,68.08769989,68.08209229
2026/02/03 9:26:33.064 PM -06:00,66.59145355,66.5528183,83.09806061,81.06524658,66.47218323,66.09657288,43,67.62683105,44,67.97492981,83.31682587,85.72328186,69.39363098,67.36026764,69.02220154,69.4431076,78.31924438,78.75466919,68.28336334,65.88489532
2026/02/03 9:26:33.064 PM -06:00,64.45024872,65.00518036,72.89514923,74.30576324,68.9043045,68.7310791,44,66.40505219,42,66.65261841,81.34849548,76.76873016,68.17732239,69.39556122,68.23635864,67.63344574,71.25559998,72.05710602,65.31907654,68.48125458
2026/02/03 11:40:56.808 PM -06:00,65.1662674,65.66447449,74.84315491,75.7287674,68.56679535,68.36927795,42,67.32269287,42,67.1966095,81.47583008,78.51656342,68.7517395,67.9493103,68.65803528,68.75758362,74.09614563,74.35501862,68.16620636,66.896492
2026/02/03 11:40:56.808 PM -06:00,65.6494751,66.20339966,74.29077911,75.06184387,67.54642487,67.63542175,43,67.16906738,43,67.40536499,82.8250885,77.0453186,68.11477661,68.90373993,68.64100647,68.3086853,73.33177948,73.34323883,67.11405182,68.08590698
2026/02/04 1:55:20.552 AM -06:00,65.16724396,65.77674103,74.9546051,75.78549194,68.40735626,68.50895691,43,67.05680084,43,67.28164673,81.89433289,78.43784332,69.31114197,69.0788269,68.63964844,68.52239227,73.67163849,73.60285187,68.0476532,68.08948517
2026/02/04 1:55:20.552 AM -06:00,65.99926758,66.40449524,74.18973541,75.09101868,67.66791534,67.58423615,40,67.79356384,40,67.82360077,83.3923111,77.00595093,68.14030457,68.00608826,69.55327606,69.58123779,74.03832245,74.22101593,67.27824402,67.09702301
2026/02/04 4:09:44.296 AM -06:00,65.63787842,66.0736618,75.0269928,75.81908417,67.23678589,68.62243652,42,67.30325317,41,67.44976044,81.74015045,78.68241119,69.58132172,69.5231781,69.00128937,69.0763092,74.0772934,74.46753693,68.00322723,66.54708099
2026/02/04 4:09:44.296 AM -06:00,64.30954742,64.753479,69.24781799,72.97403717,68.6964035,66.35931396,45,66.69683838,44,66.71987915,83.80368805,76.67917633,67.95967865,67.73402405,68.51473236,68.30549622,66.35938263,69.847435,65.21201324,68.21714783
2026/02/04 6:24:08.040 AM -06:00,64.12329865,64.1598587,69.76385498,73.58101654,66.21530914,69.13488007,45,65.57396698,46,65.65503693,82.58304596,78.15229034,67.91853333,66.87312317,68.07268524,68.66883087,65.73120117,70.68373871,66.79550934,63.88624573
2026/02/04 6:24:08.040 AM -06:00,67.1942749,67.03536987,67.14424133,67.17958832,69.42973328,67.18887329,41,67.63363647,41,67.27422333,67.64318085,67.33229828,69.71172333,69.87857819,67.64662933,67.27925873,69.31726074,65.26974487,67.86297607,69.15218353
2026/02/04 8:38:31.784 AM -06:00,66.23590088,,,,,,44,,45,,67.80114746,,,,68.43865204,,,,,
2026/02/04 8:38:31.784 AM -06:00,67.46897125,,,,,,44,,43,,67.80114746,,,,68.43865204,,,,,
2026/02/04 10:52:55.528 AM -06:00,,,,,,,,,,,,,,,,,,,,
2026/02/04 1:07:19.272 PM -06:00,,,,,,,,,,,,,,,,,,,,
2026/02/04 3:21:43.016 PM -06:00,,,,,,,,,,,,,,,,,,,,
2026/02/04 5:36:06.760 PM -06:00,,,,,,,,,,,,,,,,,,,,
2026/02/04 7:50:30.504 PM -06:00,0,0,70.57350922,70.82077789,70.66551208,70.77142334,0,71.29903412,0,80.84638977,0,0,0,0,0,0,0,0,0,0
2026/02/04 7:50:30.504 PM -06:00,71.07588959,70.83876801,67.58903503,67.38730621,67.17758942,67.31872559,119,68.84257507,119,68.22527313,71.00762939,71.10037231,70.82904053,71.09539032,71.80226898,71.52885437,70.66972351,70.59288025,70.67182922,70.73331451
2026/02/04 10:04:54.248 PM -06:00,65.97548676,66.73218536,67.68135071,67.62064362,67.57504272,72.09541321,43,67.64048767,42,67.72917938,67.95263672,68.21598816,73.17481232,67.89391327,68.62496185,68.28456879,67.41192627,67.26737976,69.72744751,71.02719116
2026/02/04 10:04:54.248 PM -06:00,67.92583466,67.43319702,86.39164734,86.21295166,72.03926849,67.74762726,41,68.74619293,44,68.04541779,87.9365387,87.27816772,69.51363373,73.07675934,69.45259857,69.18860626,85.46396637,85.72843933,66.8872757,66.596138
2026/02/05 12:19:17.992 AM -06:00,67.4961853,65.73124695,86.04708862,84.85327911,66.04644012,65.94265747,45,66.84875488,46,68.54497528,76.78562927,74.2015686,71.03928375,66.60160828,69.87662506,69.57150269,83.18664551,72.09990692,64.94506073,65.30347443
2026/02/05 12:19:17.992 AM -06:00,65.33352661,67.20591736,73.05986023,73.58420563,70.25009155,70.3908844,42,68.0446167,43,67.06491852,87.51703644,88.14746094,69.43978119,71.41378021,68.64330292,68.04099274,71.91330719,79.3807373,69.44734192,69.43699646
2026/02/05 2:33:41.736 AM -06:00,67.04769897,66.75692749,82.25141144,82.90246582,68.36898041,67.94512939,43,67.77033234,43,67.87559509,85.66844177,86.49895477,69.33226013,68.9124527,68.91825104,68.9189682,73.3423233,77.4373703,67.23543549,68.07112122
2026/02/05 2:33:41.736 AM -06:00,64.87770081,67.0002594,80.83135986,81.62162018,67.81617737,68.59610748,45,67.87238312,45,67.87559509,83.74829102,84.48267365,69.33226013,68.1510849,69.02423096,69.00689697,74.31820679,78.80473328,68.25358582,67.17838287
2026/02/05 4:48:05.480 AM -06:00,66.96453094,66.820755,80.7040863,81.98129272,67.96855927,68.12585449,44,67.65706635,45,67.87559509,84.00393677,84.62214661,69.33226013,68.6028595,69.02329254,68.94927216,74.28141022,77.53167725,68.10520935,67.31478119
2026/02/05 4:48:05.480 AM -06:00,65.46380615,66.8433075,81.30374908,81.67712402,68.28410339,68.42189026,45,67.76419067,45,67.87559509,84.26483917,85.24781036,69.33226013,68.18005371,69.02474976,68.94927216,73.06059265,78.51583862,67.65872955,68.10951996
2026/02/05 7:02:29.224 AM -06:00,66.03494263,66.90364075,80.96196747,81.60424805,67.96414948,67.94979858,45,67.73937225,45,67.85987854,83.80127716,85.31238556,68.98764038,68.18791199,68.93901062,68.93495941,72.90707397,77.32886505,68.00728607,67.39452362
2026/02/05 7:02:29.224 AM -06:00,67.02429199,66.9527359,81.36233521,81.9927063,68.31008148,68.23419952,45,67.79385376,46,67.97544098,84.42053223,84.59663391,68.98764038,68.65853882,68.91736603,69.03769684,73.72174835,78.57831573,67.58920288,68.19789124
2026/02/05 9:16:52.968 AM -06:00,67.36499786,67.07830811,80.38634491,81.25650787,68.811409,68.85761261,44,68.16946411,45,67.54763031,83.65766144,84.13484192,69.38981628,69.37028503,68.80834198,68.65782928,72.26610565,79.09869385,68.2557373,67.11838531
2026/02/05 9:16:52.968 AM -06:00,66.49320221,66.60578918,82.37023926,82.87664795,67.67647552,67.72961426,46,67.26992035,47,68.11936188,85.67395782,86.63431549,68.16338348,67.94813538,69.34183502,69.48462677,76.07818604,77.09359741,67.38384247,68.3205719
2026/02/05 11:31:16.712 AM -06:00,67.04852295,66.6893692,74.20054626,74.52187347,66.8022995,66.84703064,46,67.32040405,47,67.89951324,77.17760468,74.96070862,70.50196838,67.33504486,69.1648407,69.03967285,72.88955688,72.96363831,66.07141876,66.08556366
2026/02/05 11:31:16.712 AM -06:00,64.94690704,66.92014313,82.77246094,82.8761673,69.5795517,69.75460052,44,67.88207245,44,67.71039581,87.01364899,87.65355682,68.69532776,70.69033051,68.8331604,68.42394257,75.87429047,78.55307007,68.72045135,68.28549957
2026/02/05 1:45:40.456 PM -06:00,67.12896729,66.82260895,74.80215454,75.10418701,66.91751862,66.981987,43,67.94528961,45,68.02362823,77.88417816,75.58151245,68.73889923,67.68147278,68.8732605,69.10149384,73.34719849,73.39150238,66.01519775,66.19829559
2026/02/05 1:45:40.456 PM -06:00,66.5933609,67.05467224,91.05098724,89.81009674,78.83390045,79.20547485,45,67.63694,43,67.85533905,98.76161194,97.61778259,84.04316711,85.447258,69.11451721,68.73246765,87.16172028,84.10812378,69.31856537,70.25604248
2026/02/05 4:00:04.200 PM -06:00,66.56338501,66.86146545,77.49321747,76.89060211,67.3164444,67.33226776,43,67.4565506,44,67.90122223,79.36851501,79.85588837,68.46007538,67.79994202,68.70201111,69.05163574,73.85601044,78.58472443,68.45664215,66.43712616
2026/02/05 4:00:04.200 PM -06:00,67.06930542,67.01005554,85.2937088,84.24903107,69.66665649,69.56320953,41,67.89234924,41,67.82224274,88.56156921,88.48947144,70.39624786,70.80953217,69.27677917,68.48721313,75.61267853,74.55805206,66.37441254,68.23876953
2026/02/05 6:14:27.944 PM -06:00,67.28087616,66.99028015,85.60260773,84.97841644,69.45264435,69.38184357,40,68.21793365,41,68.17263031,88.27073669,88.49268341,70.27868652,70.68745422,69.45326233,69.35678864,73.75013733,74.25341797,68.26649475,68.36907959
2026/02/05 6:14:27.944 PM -06:00,66.23519135,66.54954529,77.08795166,76.36533356,66.91833496,66.84405518,37,67.14901733,38,67.48723602,78.32384491,78.89664459,68.23465729,67.69306183,68.19569397,68.31678009,75.85293579,79.00066376,66.10670471,66.18196106
