Timestamp,LiquidCooling_NodeTemp_Min_NodeA_AreaD,LiquidCooling_NodeTemp_Min_NodeB_AreaD,AirDistribution_ReturnTemp_Avg_SystemA_AreaD,AirDistribution_ReturnTemp_Avg_SystemB_AreaD,AirDistribution_SupplyTemp_Avg_SystemB_AreaD,AirDistribution_SupplyTemp_Avg_SystemA_AreaD,Humidity_Avg_SensorA_AreaD,LiquidCooling_NodeTemp_Avg_NodeA_AreaD,Humidity_Avg_SensorB_AreaD,LiquidCooling_NodeTemp_Avg_NodeB_AreaD,AirDistribution_ReturnTemp_Max_SystemA_AreaD,AirDistribution_ReturnTemp_Max_SystemB_AreaD,AirDistribution_SupplyTemp_Max_SystemA_AreaD,AirDistribution_SupplyTemp_Max_SystemB_AreaD,LiquidCooling_NodeTemp_Max_NodeA_AreaD,LiquidCooling_NodeTemp_Max_NodeB_AreaD,AirDistribution_ReturnTemp_Min_SystemB_AreaD,AirDistribution_ReturnTemp_Min_SystemA_AreaD,AirDistribution_SupplyTemp_Min_SystemA_AreaD,AirDistribution_SupplyTemp_Min_SystemB_AreaD
2026/02/01 1:26:31.620 PM -06:00,65.9884491,72.75762177,85.41970062,78.92721558,68.81768799,68.80632019,48,74.13487244,48,74.87330489677547,86.81913757,81.40618896,70.1047287,71.09798431,75.93991852,76.13781738,76.91007233,83.90756989,68.23023224,68.30115509
2026/02/01 3:40:55.390 PM -06:00,67.159935,73.30953979,74.9254303,75.75630951,66.06541443,66.08094025,47,74.24062347,48,74.78845978,76.00579071,78.25153351,67.44176483,67.98330688,75.8762207,76.07374573,84.0070343,72.71076202,64.89225769,64.76106262
2026/02/01 3:40:55.390 PM -06:00,65.20124054,73.00732422,85.74035645,85.3934021,69.65988159,69.50080872,52,73.94710541,53,74.95394897,87.12345886,88.19283295,71.04264832,71.83196259,75.92752838,76.19967651,72.9369812,84.44735718,68.47154236,69.15853119
2026/02/01 5:55:19.160 PM -06:00,66.86005402,73.52070618,74.32366943,74.71511078,65.99835205,66.07363892,52,74.35775757,52,74.95449829,75.86699677,77.37856293,67.46961212,67.84295654,75.62100983,76.22064972,84.13066864,71.78451538,65.14658356,64.76358795
2026/02/01 5:55:19.160 PM -06:00,64.27863312,73.15692902,86.09162903,85.99944305,69.92702484,69.71136475,47,73.83158112,48,74.67777252,87.28219604,88.60604858,70.72153473,72.04896545,76.04579163,75.96302795,72.57247925,84.95313263,68.74375916,68.83083344
2026/02/01 8:09:42.930 PM -06:00,68.86907959,73.97092438,84.29016113,84.77414703,68.67646027,66.64848328,46,74.67425537,49,75.08189392,84.92819977,86.35510254,67.84457397,68.24326324,75.77042389,76.13622284,83.67550659,82.65028381,65.91999817,65.559021
2026/02/01 8:09:42.930 PM -06:00,65.87968445,72.45783997,75.08927917,74.13098145,66.57514191,68.6710968,49,73.96326447,47,74.59333801,75.94198608,75.44689178,69.72844696,70.60089874,75.5522995,75.72978973,72.69924927,72.8368988,68.03122711,68.29022217
2026/02/01 10:24:06.700 PM -06:00,66.37296295,73.96852875,87.54756927,87.98532104,71.73934937,71.62077332,50,75.19127655,49,75.25801849,89.05886078,89.53330231,73.50245667,73.14411163,76.51286316,76.3258667,85.85983276,84.5667038,70.5351944,70.52514648
2026/02/01 10:24:06.700 PM -06:00,71.13185883,72.26065063,74.97489929,74.76988983,66.42310333,66.50914764,52,73.98518372,52,74.39064789,75.75844574,76.10263824,67.7640152,68.43238831,75.38677216,75.53770447,73.22987366,72.85121918,65.12950134,65.23135376
2026/02/02 12:38:30.470 AM -06:00,66.88667297,72.68983459,76.01673889,75.51769257,67.76394653,67.77418518,50,74.1142807,52,74.62606812,76.59619904,76.13072205,68.92263031,70.30597687,75.6858139,75.71925354,74.75987244,74.33771515,68.25467682,67.17505646
2026/02/02 12:38:30.470 AM -06:00,67.17840576,73.01597595,78.27656555,78.95954895,68.43777466,68.44772339,52,74.1142807,51,74.62606812,79.28222656,83.65634918,68.16132355,69.17746735,75.6858139,75.71925354,77.58776093,76.58937836,67.00473022,68.05784607
2026/02/02 2:52:54.240 AM -06:00,66.64663696,72.5654068,77.6186676,77.36699677,68.80477905,68.68658447,51,74.28481293,53,74.9615097,78.43743134,83.92567444,69.33021545,70.87409973,75.87740326,75.86135864,76.11907196,75.50991821,68.14651489,67.99884796
2026/02/02 2:52:54.240 AM -06:00,68.99539185,73.87017059,82.12975311,82.56866455,67.91727448,67.5450592,53,74.7012558,52,74.75260162,83.11726379,83.022995,68.07319641,69.47058105,75.76356506,75.89918518,81.74175262,80.23461914,66.73019409,66.51622009
2026/02/02 5:07:18.010 AM -06:00,67.11579132,72.81802368,80.80603027,82.29151917,67.67028809,67.34623718,52,74.52925873,54,74.94879913,82.89245605,82.88871002,69.48956299,69.45794678,75.81175995,75.83560181,81.50180817,79.16129303,66.9444046,66.78543091
2026/02/02 5:07:18.010 AM -06:00,68.41508484,73.86244202,82.1545105,81.32630157,68.84101105,68.75746155,54,74.24108124,53,74.72410583,81.57759094,84.20552063,68.0746994,70.89379883,75.87208557,75.94405365,80.08196259,80.64493561,68.28878784,68.29301453
2026/02/02 7:21:41.780 AM -06:00,67.18170166,73.07416534,81.26521301,82.14626312,68.74848175,68.58544922,54,74.28567505,55,74.76813507,81.81161499,84.07241058,68.09874725,69.78430939,75.70179749,75.83575439,81.02889252,79.40328979,67.78076935,68.079216
2026/02/02 7:21:41.780 AM -06:00,68.58802795,73.71363831,81.98588562,81.40895844,67.891716,67.61265564,53,74.51928711,54,74.9203949,83.14569855,83.1758728,69.33824158,70.91082001,75.70179749,75.83575439,80.38776398,80.28312683,66.87333679,67.28024292
2026/02/02 9:36:05.550 AM -06:00,67.56629181,72.68689728,80.60081482,81.78413391,67.75514221,67.53852844,55,74.20684814,55,74.67752838,81.42378235,82.97621155,68.0864563,69.64510345,75.66625214,75.83599091,80.75708771,79.91949463,66.96041107,67.08994293
2026/02/02 9:36:05.550 AM -06:00,66.56024933,73.52477264,81.71152496,80.78336334,68.20930481,68.15892029,52,74.16159058,52,74.67752838,82.56568146,84.00124359,68.40116119,70.34211731,75.70401001,75.83599091,79.78305054,78.83771515,67.83248138,67.83751678
2026/02/02 11:50:29.320 AM -06:00,66.75483704,73.49732971,82.03231812,81.92028809,68.6920166,68.62471008,52,74.18192291,53,74.69998932,83.04958344,84.7042923,69.59164429,70.76979828,75.86013794,75.59856415,80.81510925,80.08825684,67.98165894,67.98446655
2026/02/02 11:50:29.320 AM -06:00,66.0062027,73.64607239,80.97058868,81.26888275,67.77067566,67.58930206,50,74.18192291,50,74.69998932,81.57440948,82.7985611,68.0356369,69.85129547,75.7250061,75.92250061,80.32419586,78.98332214,67.07958221,67.1524353
2026/02/02 2:04:53.090 PM -06:00,65.98271942,73.60668945,81.78638458,81.88959503,68.7146759,68.43474579,51,74.20706177,51,74.85427094,82.67131805,83.94816589,69.57242584,70.89665222,75.70811462,75.96487427,80.7151413,80.18056488,68.02887726,68.10611725
2026/02/02 2:04:53.090 PM -06:00,68.43895721,74.0322113,81.13079834,81.34061432,67.78164673,67.53816223,50,74.52814484,50,74.87125397,81.74477386,82.88852692,68.16304016,69.80968475,75.70811462,75.96487427,80.09104156,78.93099213,66.65752411,67.02975464
2026/02/02 4:19:16.860 PM -06:00,67.88326263,73.8610611,81.6819458,81.74142456,68.58869171,68.31459045,51,74.36436462,50,74.87409597976686,82.38252258,83.64412689,68.86952209,70.63980103,75.73135376,76.02012457278398,80.24596405,79.02307892,68.08079529,68.04882813
2026/02/02 4:19:16.860 PM -06:00,67.07570648,73.67366028,81.08076477,81.19553375,67.84046173,67.5643158,50,74.36436462,51,74.87409597976686,81.68906403,82.87326813,68.1756897,69.73399353,75.73135376,76.02012457278398,80.64701843,80.15284729,67.02983093,67.21656799
2026/02/02 6:33:40.630 PM -06:00,66.81311035,73.49982452,81.41814423,81.38851166,68.04540253,67.90936279,50,74.32089233,50,74.87612760941109,81.90328979,83.11732483,68.4681778,70.14290619,75.80180478272001,76.02853394,80.40727997,79.80864716,67.34725189,67.42963409
2026/02/02 6:33:40.630 PM -06:00,67.01023865,73.74952698,81.95342255,81.93766785,68.26917267,68.10621643,50,74.32089233,51,74.87612760941109,82.58944702,83.26870728,68.28658295,70.3285675,75.80180478272001,76.02853394,80.96595764,80.25311279,67.7527771,67.86152649
2026/02/02 8:48:04.400 PM -06:00,67.06951904,73.91591986039612,81.47983551,81.47093201,68.0472641,67.79245758,50,74.34092712,51,74.87815923905531,82.10735321,83.04951477,68.13977814,69.88604736,75.84139692263395,76.05263607307084,80.48839569,79.54933167,67.15979767,67.38159943
2026/02/02 8:48:04.400 PM -06:00,67.35097504,73.91591986039612,82.16356659,82.10578156,68.27689362,68.15386963,50,74.34092712,50,74.87815923905531,83.25628662,83.29901123,68.74667358,70.56404877,75.84139692263395,76.05263607307084,80.85106659,80.75081635,67.73274231,67.77614594
2026/02/02 11:02:28.170 PM -06:00,67.69468689,73.92505646,81.98364258,81.88457489,68.41564178,67.72986603,51,74.3487854,51,74.87825775,82.76222229,83.57884979,68.60105133,70.48806763,75.88098906254788,76.06611567802939,80.97010803,81.09666443,67.81893158,67.94314575
2026/02/02 11:02:28.170 PM -06:00,66.9630127,73.78147125,81.55182648,81.37451935,68.04452515,68.11843109,50,74.3487854,51,74.87825775,81.98692322,82.95100403,68.26229095,70.003479,75.88098906254788,76.06611567802939,80.34455872,80.0269165,67.1252594,67.34672546
2026/02/03 1:16:51.940 AM -06:00,67.33046722,73.79922485,81.57429504,81.49149323,68.11727142,68.03004456,51,74.39253998,51,74.92249799587668,81.98296356,83.3259964,68.45845795,70.3079071,75.92058120246182,76.06788635,80.20121765,79.97325897,66.99172974,67.82298279
2026/02/03 1:16:51.940 AM -06:00,67.22018433,73.79922485,81.36355591,81.41374969,68.22089386,67.89133453,50,74.39253998,52,74.92249799587668,82.42153931,83.09369659,68.28469849,69.94178009,75.92058120246182,75.96179199,80.36182404,79.19219971,67.54624939,67.4318161
2026/02/03 3:31:15.710 AM -06:00,67.39205933,74.02293418975076,81.36631775,81.48378754,68.23337555,67.87263489,51,74.61122608768407,52,74.94516773867717,82.04650879,83.17229462,68.45751953,69.92551422,75.96017334237577,75.92010889135449,80.157341,79.44148254,67.56170654,67.71639252
2026/02/03 3:31:15.710 AM -06:00,67.5637207,74.02293418975076,81.41752625,81.30860138,68.1368866,67.97529602,51,74.61122608768407,51,74.94516773867717,82.57064056,83.50339508,68.2900238,70.43418884,75.96017334237577,75.92010889135449,80.44207764,79.16719818,67.16471863,67.4552536
2026/02/03 5:45:39.480 AM -06:00,67.54167938,74.1806488,81.66676331,81.69815826,68.57265472,68.34896088,52,74.6860199,51,74.94754028,82.69952393,83.57148743,69.00443268,70.50994873,75.9614563,75.89805603,80.48890686,79.65027618,67.86166382,67.97589111
2026/02/03 5:45:39.480 AM -06:00,68.94929504,73.83691406,80.96485901,81.16669464,67.89341736,67.61625671,51,74.64935303,52,74.90953827,81.90229797,83.01159668,68.2457428,69.74216461,75.93637085,75.89805603,79.91673279,78.95828247,67.09868622,67.26611328
2026/02/03 8:00:03.250 AM -06:00,68.69509888,74.18255615,81.66905212,81.68736267,68.49118805,67.60614014,51,74.53450775,52,74.80842042800641,82.80751038,83.72569275,69.01448822,70.592453,75.89336395,75.85605621,80.43689728,79.53993225,67.01379395,67.15532684
2026/02/03 8:00:03.250 AM -06:00,68.11959076,73.71189117,80.86354065,81.14044952,67.8175354,68.24345398,52,74.52085114,52,74.80842042800641,81.50469971,82.90354156,68.16683197,69.66880798,75.89336395,75.98374176,79.98756409,78.91159058,67.81391144,67.96114349
2026/02/03 10:14:27.020 AM -06:00,68.56659698,74.07516479,79.03044128,80.77959442,67.80152893,68.47537994,52,74.50991058,52,74.77236938,82.8391037,82.65122223,69.39306641,69.69535065,75.87175635,75.94146028,79.56690979,78.12914276,67.96808624,67.98970032
2026/02/03 10:14:27.020 AM -06:00,67.01006317,73.60417175,81.68815613,83.07015991,68.64061737,67.46025085,51,74.20757294,51,74.73143768,79.58599854,84.23460388,68.06868744,70.83092499,75.87175635,75.94146028,81.11629486,81.13606262,66.81912994,67.02008057
2026/02/03 12:28:50.790 PM -06:00,66.62391663,74.07250214,81.6242218,83.37633514,69.1227417,68.61074829,52,74.30610657,51,74.9401474,82.44226074,84.51217651,69.52201843,71.26819611,75.89961243,75.94125366,82.18659973,81.02980804,68.16382599,68.52471161
2026/02/03 12:28:50.790 PM -06:00,68.41657257,73.54243469,80.59968567,82.37068176,67.88083649,67.58628845,51,74.5891571,52,74.80543518,81.0878067,83.17658997,68.14788055,69.78031158,75.83106232,76.04663086,80.9569397,79.68962097,66.99169159,67.19032288
2026/02/03 2:43:14.560 PM -06:00,67.47420502,73.38149261,80.35093689,82.09560394,68.17614746,67.86447144,50,74.37441254,50,74.80543518,81.02771759,83.25686646,68.19934845,69.95210266,75.77091217,75.96083832,80.97338104,79.7890625,67.07961273,67.41946411
2026/02/03 2:43:14.560 PM -06:00,67.13542175,73.54282379,79.46813965,80.77597809,68.02044678,67.88741302,51,74.37441254,51,74.80543518,79.76329041,83.04976654,68.43945313,70.24973297,75.77091217,75.96083832,79.51789856,78.47618866,67.58045197,67.71321869
2026/02/03 4:57:38.330 PM -06:00,67.33000946,73.28268433,79.32608032,80.93286133,68.04631805,68.05606079,49,74.37441254,49,74.80543518,79.84720612,83.02625275,68.26046753,69.90746307,75.77091217,75.96083832,79.64730072,78.52177429,67.66809082,67.74404144
2026/02/03 4:57:38.330 PM -06:00,67.33000946,73.56240845,80.23723602,81.45549011,68.19004059,67.9112854,50,74.37441254,50,74.80543518,81.02322388,83.19621277,68.62756348,70.2530899,75.77091217,75.96083832,80.5194397,79.41122437,67.11589813,67.46350098
2026/02/03 7:12:02.100 PM -06:00,67.16057587,73.54434967,80.81254578,82.29772186,68.70737457,68.59388733,48,74.31871033,49,74.7710495,81.48080444,82.91876984,69.56988525,70.80273438,75.85437012,76.00708008,81.08201599,80.14226532,67.1427536,68.2016983
2026/02/03 7:12:02.100 PM -06:00,68.07344818,73.79981995,78.57025909,80.26126862,67.78331757,67.54644775,49,74.45239258,48,74.7710495,79.23052979,83.75403595,68.18276978,69.42443848,75.85437012,76.00708008,78.87320709,77.7469635,68.04483795,67.26184845
2026/02/03 9:26:25.870 PM -06:00,66.72795868,73.47567749,74.13517761,81.17989349,67.18502808,66.557724,47,74.18907928,48,74.70864105,75.82912445,82.59134674,67.56038666,68.06090546,75.68282318,75.89946747,79.11336517,71.78697968,65.61930847,65.33222961
2026/02/03 9:26:25.870 PM -06:00,68.09662628,73.71561432,83.38321686,76.56845856,68.48696899,69.00524139,48,74.4200058,49,74.81201935,84.81095123,84.78029633,70.01681519,71.14208984,75.86746216,75.87826538,71.87554932,82.43161774,68.42836761,68.0562973
2026/02/03 11:40:49.640 PM -06:00,67.67094421,73.71221924,83.07408905,80.18822479,67.99750519,68.21669769,47,74.66108676663573,48,74.87275696,83.88217926,83.87755585,68.81344604,69.98256683,75.83628386766861,75.72452240255927,77.28520966,82.04090881,67.85814667,67.26986694
2026/02/03 11:40:49.640 PM -06:00,68.56585693,73.94145203,82.32579041,79.90695953,68.39136505,67.82374573,48,74.66108676663573,48,74.87275696,83.0241394,82.90691376,68.1963501,70.69029236,75.83628386766861,75.72452240255927,76.84024048,81.19572449,67.09014893,67.90388489
2026/02/04 1:55:13.410 AM -06:00,68.87249756,73.985672,85.51750183,82.9026413,66.20435333,68.59142303,48,74.69741058,47,74.80260468,86.19608307,86.44513702,67.13352203,70.90542603,75.8338623,75.68849182,78.79344177,84.51072693,64.95781708,68.3700943
2026/02/04 1:55:13.410 AM -06:00,66.41381836,73.28810883,72.565979,73.63779449,68.91236877,65.74964905,46,74.03627014,48,74.58361053,73.48246002,75.17430878,69.47764587,67.97748566,75.57798004,75.74832153,72.17001343,71.3942337,68.23130035,65.32687378
2026/02/04 4:09:37.180 AM -06:00,67.35025024,73.15595245,78.96862793,78.91423798,68.48831177,68.93226624,47,74.18841553,46,74.87182617,79.35103607,79.47911072,69.63214111,70.77168274,75.64653015,75.83331299,78.08840179,77.47193146,68.41029358,67.89650726
2026/02/04 4:09:37.180 AM -06:00,68.91093445,73.8419342,82.86608887,80.20075989,67.80404663,67.61587524,46,74.65228271,47,74.79079437,83.79321289,83.35804749,68.0839386,69.74602509,75.87570953,75.83331299,78.9126358,81.97717285,66.92094421,67.26166534
2026/02/04 6:24:00.950 AM -06:00,67.75496674,73.73316193,82.68341827,80.49095917,68.35997772,68.25146484,47,74.4788208,48,74.83339404490506,83.35032654,82.80265045,68.64604187,70.51883698,75.83062744,75.90062714,78.80744171,81.18271637,67.76880646,67.89035034
2026/02/04 6:24:00.950 AM -06:00,68.52600861,73.75137329,83.79919434,80.79495239,68.05903625,67.84128571,46,74.4788208,47,74.83339404490506,84.74478912,84.27954865,68.34423065,69.99730682,75.83062744,75.90062714,79.17142487,82.60154724,67.26474762,67.41195679
2026/02/04 8:38:24.720 AM -06:00,68.99516296,73.83818054,83.85453796,87.06735992,75.57581329,67.82004547,47,74.69158936,47,74.85060883,84.57039642,99.76950073,88.13098907,83.6833725,75.68228912,76.07382965,81.22535706,82.4464035,70.80876923,70.1151886
2026/02/04 8:38:24.720 AM -06:00,67.26764679,72.94026184,90.66769409,80.55264282,67.67527008,75.88214874,50,74.41872406,51,74.76209259,100.5606995,83.63815308,68.13447571,69.92351532,75.68228912,75.83406067,77.99025726,86.91012573,66.14715576,65.79222107
2026/02/04 10:52:48.490 AM -06:00,67.28468323,73.47835541,85.20778656,83.05476379,66.45941925,66.15232086,51,74.33270264,52,74.52832794,86.60144043,85.82835388,69.64833069,68.74055481,75.913414,75.80247498,80.27669525,83.58448792,65.15539551,65.57091522
2026/02/04 10:52:48.490 AM -06:00,65.32252502,72.83709717,74.86914825,75.11223602,68.56639862,68.44416809,50,73.9307251,51,74.52832794,76.55735016,76.66656494,67.45435333,70.60822296,75.66192627,75.80247498,73.6645813,73.04910278,67.90023804,67.98135376
2026/02/04 1:07:12.260 PM -06:00,65.5582428,72.92022705,78.58486938,78.70885468,67.50717926,67.46123505,50,74.15097046,50,74.69120026,80.22598267,79.85592651,67.88628387,69.00814819,76.00296783,76.00428009,77.44043732,76.80936432,68.30497742,68.575737
2026/02/04 1:07:12.260 PM -06:00,68.48284149,74.03119659,84.03811646,86.58914948,72.68128204,68.6423111,51,74.59908295,51,75.04190826,86.55478668,95.73599243,69.6569519,84.3822403,75.83116913,76.32291412,82.34266663,80.63642883,66.8814621,66.62323761
2026/02/04 3:21:36.030 PM -06:00,67.43535614,73.07241821,83.62384796,85.94091797,72.06790161,68.45550537,50,74.3966217,50,74.8602829,80.52437592,95.10720825,66.62734222,86.4888382,75.83129883,75.97803497,82.67858887,79.89741516,68.01622772,68.1153717
2026/02/04 3:21:36.030 PM -06:00,68.35359955,74.01057434,75.12477112,75.36921692,66.49411774,65.59226227,51,74.60185242,51,74.95336914,86.26143646,79.26821136,69.28741455,68.42164612,75.83129883,76.09008789,72.61006165,72.48390961,65.02900696,65.58375549
2026/02/04 5:35:59.800 PM -06:00,65.7908783,73.13209534,71.60762787,72.06459045,69.98422241,65.10281372,51,73.7583847,52,74.59194183,72.21330261,73.5655365,65.49880219,71.78529358,75.41123962,75.68589783,71.26478577,70.64324188,69.46721649,69.44042969
2026/02/04 5:35:59.800 PM -06:00,69.41912079,74.20664978,87.57398224,86.68402863,65.72624969,70.2835083,49,74.86187744,49,75.14562225,88.87680817,89.16616821,71.97192383,67.57614899,75.98379517,76.1318512,85.63578796,86.70057678,64.67826843,64.97551727
2026/02/04 7:50:23.570 PM -06:00,66.32866669,73.41194153,73.06069183,72.74723053,66.04463959,65.87492371,51,73.91041565,51,74.61807251,73.82885742,74.07871246,66.20023346,71.56002045,75.47174835,75.64256287,71.20317078,71.70181274,69.54821014,64.87815857
2026/02/04 7:50:23.570 PM -06:00,70.22952271,74.22125244,84.97383881,85.28739929,70.02334595,70.3394928,48,74.96273041,49,75.17311859,86.85562897,88.42633057,71.39406586,67.97402191,76.04725647,76.15313721,81.07003784,81.43032074,65.42347717,69.40155792
2026/02/04 10:04:47.340 PM -06:00,67.99607849,73.68506622,78.19319153,78.01281738,66.86103058,66.61082458,50,74.54695892,50,74.89313507,82.31929779,81.78401184,67.0235672,68.90805054,75.74842072,75.95698547,75.47841644,75.59172058,65.76638794,65.91611481
2026/02/04 10:04:47.340 PM -06:00,69.37646484,74.10643005,84.25855255,84.75447083,69.19611359,69.11862183,49,74.66223907,49,74.89313507,87.61395264,87.69065857,69.77506256,71.00349426,75.78872681,75.95698547,80.53575134,80.97766876,68.51659393,68.55355072
2026/02/05 12:19:11.110 AM -06:00,68.24267578,73.60259247,83.62480164,84.14013672,65.88093567,65.47816467,49,74.2226181,50,74.59534454,86.87621307,87.200737,65.95137024,70.41007233,75.68488312,76.17205048,80.32157135,79.88213348,64.95672607,65.10436249
2026/02/05 12:19:11.110 AM -06:00,66.2588501,73.73007965,72.44800568,72.62136841,68.35082245,68.2172699,47,73.85342407,48,74.59534454,73.14624786,73.8733902,68.83820343,67.92028046,75.53384399,75.74829865,71.53524017,71.26335907,67.96077728,68.01675415
2026/02/05 2:33:34.880 AM -06:00,66.64658356,73.43521881,74.00146484,74.00644684,67.9344635,67.97960663,47,73.82565308,49,74.61432648,74.51808167,74.26596069,68.45127869,69.66769409,75.5797348,75.72763824,73.76065826,73.29229736,67.67195129,67.31668091
2026/02/05 2:33:34.880 AM -06:00,66.81793976,73.36607361,73.75959015,74.07540894,68.04943848,67.73748016,48,73.81394196,48,74.61432648,73.99249268,75.75370026,67.89701843,69.38289642,75.62149811,75.6652832,73.55410004,73.00426483,67.21897125,67.61955261
2026/02/05 4:47:58.650 AM -06:00,66.64308929,73.17723083,73.97473145,74.11190033,65.21271515,65.07712555,49,73.64226532,49,74.39657593,74.46072388,75.78263092,65.66139984,66.56101227,75.70729828,75.55810547,73.72864532,73.29502106,64.37797546,64.43399048
2026/02/05 4:47:58.650 AM -06:00,65.53494263,73.17723083,66.41915894,66.59796906,68.12537384,68.28743744,48,73.40870667,48,74.39657593,67.10984039,68.17015076,69.23469543,69.91758728,74.72086334,75.17380524,65.48468781,65.05805206,67.98094177,67.83185577
2026/02/05 7:02:22.420 AM -06:00,65.29577637,73.02683258,69.16468048,69.27729797,68.6155777,68.60354614,48,73.49269104,48,74.44438171,69.56305695,69.72080231,69.12310791,67.42891693,74.77326965,75.04949188,68.96148682,69.00708771,68.17139435,68.15492249
2026/02/05 7:02:22.420 AM -06:00,72.61286163,73.87297058,67.33378601,67.16724396,66.79920959,67.12059784,45,74.48670959,45,75.40872955,67.38166809,67.89196777,67.26740265,69.84244537,76.40917969,76.08935547,66.78939819,66.79311371,66.3188858,66.44024658
2026/02/05 9:16:46.190 AM -06:00,74.02161407,74.19385529,68.59754181,68.93658447,68.99456787,68.48033142,45,75.43050385,46,75.54193878,69.19145966,71.31698608,69.38379669,70.94165039,76.383255,76.80827332,68.14415741,68.09130096,67.75038147,68.18404388
