Timestamp,LiquidCooling_NodeTemp_Min_NodeA_AreaA,LiquidCooling_NodeTemp_Min_NodeB_AreaA,AirDistribution_ReturnTemp_Avg_SystemB_AreaA,AirDistribution_ReturnTemp_Avg_SystemA_AreaA,AirDistribution_SupplyTemp_Avg_SystemA_AreaA,Power_ITLoad_kW_AreaA,AirDistribution_SupplyTemp_Avg_SystemB_AreaA,Humidity_Avg_SensorA_AreaA,LiquidCooling_NodeTemp_Avg_NodeA_AreaA,Humidity_Avg_SensorB_AreaA,LiquidCooling_NodeTemp_Avg_NodeB_AreaA,Power_TotalLoad_kW_AreaA,AirDistribution_ReturnTemp_Max_SystemA_AreaA,AirDistribution_ReturnTemp_Max_SystemB_AreaA,AirDistribution_SupplyTemp_Max_SystemB_AreaA,AirDistribution_SupplyTemp_Max_SystemA_AreaA,LiquidCooling_NodeTemp_Max_NodeA_AreaA,LiquidCooling_NodeTemp_Max_NodeB_AreaA,AirDistribution_ReturnTemp_Min_SystemA_AreaA,AirDistribution_ReturnTemp_Min_SystemB_AreaA,AirDistribution_SupplyTemp_Min_SystemB_AreaA,AirDistribution_SupplyTemp_Min_SystemA_AreaA
2026/02/01 11:12:07.850 AM -06:00,66.97201538,67.25351715,81.89163208,78.54231262,67.26304626,15.01628685,68.73749542,38,68.12765503,38,68.49176025,19.95897102,83.00234222,83.76667786,67.66439819,67.65782928,69.25509644,69.70001984,72.29392242,79.73617554,66.58063507,68.47744751
2026/02/01 11:12:07.850 AM -06:00,66.283638,66.66748047,85.16159058,81.32368469,68.92266083,17.60646057,67.2703476,41,67.80815125,41,67.90535736,23.22155952,85.69882965,86.89285278,69.45778656,69.26894379,69.43625641,69.8600769,73.87558746,83.95713806,68.42938995,66.54408264
2026/02/01 1:26:31.620 PM -06:00,67.0555191,67.27878571,85.38272095,81.59107971,68.94773865,17.59158516,68.68397522,40,68.17484283,41,68.24586487,21.14995193,85.98664093,87.13075256,69.37501526,69.30302429,69.54074097,69.8837738,74.06096649,84.23448181,68.21408081,68.70079041
2026/02/01 1:26:31.620 PM -06:00,66.37310028,66.08785248,83.6918335,80.40116119,67.37381744,16.21758461,67.38642883,43,67.90033722,43,67.91664124,23.72927856,83.97795105,84.71889496,67.69781494,67.95704651,69.34869385,69.79524231,72.52578735,81.93392944,66.86310577,66.62718201
2026/02/01 3:40:55.390 PM -06:00,67.61269379,67.14796448,74.41085815,75.19922638,66.73374176,9.987925529,65.84998322,43,68.40892029,42,67.94008636,23.5419426,76.22239685,76.28652954,66.44551086,70.55957794,69.26242065,69.79555511,74.60189819,72.52895355,64.57410431,65.76093292
2026/02/01 3:40:55.390 PM -06:00,66.77854919,66.10744476,86.26638794,81.58631134,69.52005768,17.63249969,70.07641602,51,67.9746933,52,68.27520752,15.03876877,86.49465179,87.87020111,71.02732086,67.73175812,69.56535339,70.03198242,72.3911972,85.02219391,68.89955902,68.86274719
2026/02/01 5:55:19.160 PM -06:00,66.90429688,66.13539886,83.51355743,79.71901703,69.10705566,17.5866375,68.79499054,50,68.19165039,51,67.95542908,23.21789169,83.56517029,87.25582123,69.67429352,67.76199341,69.52488708,69.90333557,72.5291748,82.18460083,68.20740509,66.90058899
2026/02/01 5:55:19.160 PM -06:00,67.47784424,67.15277863,85.62437439,81.94694519,67.43939972,15.90756607,67.44059753,55,68.04755402,56,68.10707092,21.33065987,86.0920105,84.33881378,67.66046906,69.45861053,69.35031128,69.86216736,74.55361938,84.40356445,66.79682159,68.75895691
2026/02/01 8:09:42.930 PM -06:00,66.80057526,67.09555817,83.67556763,79.99085236,67.51699066,16.36914444,67.68570709,55,67.87057495,56,68.13761139,22.94340134,85.84090424,84.72111511,67.8940506,67.84313965,69.45418549,69.73744965,72.4713974,82.72842407,68.08802032,66.88109589
2026/02/01 8:09:42.930 PM -06:00,67.33312988,66.0324707,85.39334869,81.19355011,68.60253143,17.71320915,68.42129517,52,68.17077637,52,67.87387848,20.97021103,83.8655777,87.01702118,69.37741089,69.07730865,69.17851257,69.87963867,73.81284332,84.23490906,67.25119781,68.57138824
2026/02/01 10:24:06.700 PM -06:00,67.41970825,66.51209259,85.58283997,81.29637909,67.30841827,17.7044754,68.64564514,52,68.20582581,52,68.24894714,20.99121094,86.00524139,87.15470123,69.4040451,69.10375214,69.58406067,69.94820404,73.82148743,84.41723633,68.29109955,66.88698578
2026/02/01 10:24:06.700 PM -06:00,66.79818726,66.02115631,83.27090454,79.65589905,68.79599762,16.10486984,67.3555603,53,67.88329315,54,67.94714355,22.87556648,83.54875183,84.36325073,67.73023224,67.88342285,69.32685852,69.75013733,72.49160767,81.71852875,66.969841,68.41551971
2026/02/02 12:38:30.470 AM -06:00,66.84078979,65.97409058,85.01605988,81.0520401,68.84572601,17.43037796,65.73458862,51,68.00654602,53,67.93457031,23.08645439,85.73480988,86.73295593,66.83734894,69.05036163,69.41500854,69.70899963,74.25383759,83.52220917,67.99263,65.55612183
2026/02/02 12:38:30.470 AM -06:00,67.58961487,66.50823212,73.49219513,74.16522217,66.62206268,9.225543976,68.26268768,52,68.2582016,51,68.0605011,12.51241398,74.90419006,75.61599731,69.0799408,67.71720123,69.16365814,69.64266205,72.11708069,71.32711792,64.50970459,68.43003845
2026/02/02 2:52:54.240 AM -06:00,68.04093933,66.40020752,74.68376923,74.88437653,69.48243713,9.280621529,69.62527466,52,67.91902924,52,67.83493042,12.59441376,75.93635559,78.63672638,70.40307617,70.01647186,69.1137619,69.62172699,74.55773163,73.08515167,68.61373138,68.85662079
2026/02/02 2:52:54.240 AM -06:00,66.56300354,67.50731659,76.97805786,79.74415588,67.02835846,11.21257114,66.87645721,49,68.6713562,49,68.80098724,16.51051712,83.14093018,75.93924713,67.31781006,67.71317291,70.00741577,69.98590088,72.31513214,75.36022949,66.34941101,66.52741241
2026/02/02 5:07:18.010 AM -06:00,67.50643158,66.99705505,76.14907837,79.16859436,65.61282349,11.22087288,68.61899567,50,68.10231781,51,68.06297302,15.74005318,82.48313141,77.68186951,66.50183868,66.91752625,69.49046326,69.78530121,74.04164886,75.02268219,68.3055191,63.83066559
2026/02/02 5:07:18.010 AM -06:00,66.15794373,65.11125183,65.72888184,66.77771759,68.98052216,0.009794598,64.77355957,53,67.10673523,53,67.29451752,1.295305371,67.75219727,67.35525513,69.75814056,69.49171448,68.19267273,69.38439941,65.01885986,62.33274841,62.02102661,68.55519867
2026/02/02 7:21:41.780 AM -06:00,66.31607819,64.73297119,66.412323,67.0969696,66.92660522,0,67.08460236,50,68.48808289,52,66.91936493,1.533863544,67.49762726,67.29019928,67.32685089,68.14472198,67.99558258,68.97301483,68.45976257,61.5556488,61.2726593,68.0683136
2026/02/02 7:21:41.780 AM -06:00,68.07725525,68.31282043,67.33929443,68.81747437,68.81977844,0.010835181,67.08460236,46,68.48808289,46,68.72315979,0,69.18522644,68.7966156,68.79589844,69.35289764,68.87316895,68.97301483,68.19219971,64.6574173,64.53684235,68.46220398
2026/02/02 9:36:05.550 AM -06:00,68.63445282,68.67847443,67.3299408,68.43309021,68.46928406,0.046396669,67.29214478,45,69.11466217,45,69.21369171,0,68.61853027,68.10722351,68.30589294,68.65158844,69.49071503,69.62823486,68.23456573,65.13110352,65.23352814,68.39261627
2026/02/02 9:36:05.550 AM -06:00,69.12286377,69.46557617,68.03395081,68.5324707,68.6089859,0.010845006,68.01197815,46,70.93966675,45,69.57878113,0,68.84871674,68.27300262,68.46536255,68.82434845,90.54579926,70.0979538,68.30834961,67.19017792,66.96683502,68.46634674
2026/02/02 11:50:29.320 AM -06:00,69.18540192,69.7168045,68.14319611,68.65383911,68.72906494,0.009944106,68.19085693,45,72.07024384,46,69.8520813,0,69.04329681,68.43211365,68.6386795,68.83808899,0,88.74220276,68.62038422,67.7483902,67.52028656,68.78741455
2026/02/02 11:50:29.320 AM -06:00,0,0,67.91072083,68.84183502,68.80604553,0.006070995,67.92240143,-25,69.85451508,46,73.0739212,0,0,0,0,0,0,0,0,0,0,0
2026/02/02 2:04:53.090 PM -06:00,0,0,68.04724121,68.84183502,68.80604553,0,68.08102417,-25,69.85451508,46,73.0739212,0,0,0,0,0,0,0,0,0,0,0
2026/02/02 2:04:53.090 PM -06:00,0,0,68.04724121,68.84183502,68.80604553,0,68.08102417,-25,69.85451508,46,73.0739212,0,0,0,0,0,0,0,0,0,0,0
2026/02/02 4:19:16.860 PM -06:00,0,0,68.04724121,68.84183502,68.80604553,0,68.08102417,,69.85451508,,73.0739212,0,0,0,0,0,0,0,0,0,0,0
2026/02/02 4:19:16.860 PM -06:00,0,0,68.04724121,68.84183502,68.80604553,0,68.08102417,,69.85451508,,73.0739212,0,0,0,0,0,0,0,0,0,0,0
2026/02/02 6:33:40.630 PM -06:00,,,,,,0,,,,,,0,,,,,,,,,,
2026/02/02 6:33:40.630 PM -06:00,,,,,,0,,,,,,0,,,,,,,,,,
2026/02/02 8:48:04.400 PM -06:00,0,0,68.04724121,68.84183502,68.80604553,0,68.08102417,-25,69.85451508,46,73.0739212,0,0,0,0,0,0,0,0,0,0,0
2026/02/02 8:48:04.400 PM -06:00,0,0,68.04724121,68.84183502,68.80604553,0.010768971,68.08102417,0,69.85451508,0,73.0739212,2.489249229,0,0,0,0,0,0,0,0,0,0
2026/02/02 11:02:28.170 PM -06:00,72.33607483,71.98796844,68.04724121,68.84183502,68.80604553,0.010747023,68.08102417,119,73.32060242,119,73.06757355,0.336248428,0,0,0,0,74.60738373,74.3478241,0,0,0,0
2026/02/02 11:02:28.170 PM -06:00,65.54734039,65.91487122,68.04724121,68.84183502,68.80604553,0.010818105,68.08102417,43,67.35127258,43,67.57571411,3.464468479,0,0,0,0,68.90959167,69.49394989,0,0,0,0
2026/02/03 1:16:51.940 AM -06:00,66.60566711,67.31446075,68.04724121,68.84183502,68.80604553,0.010936984,68.08102417,49,67.85887146,48,67.83694458,1.16623652,0,0,0,0,68.52103424,69.08081818,0,0,0,0
2026/02/03 1:16:51.940 AM -06:00,67.479599,67.19355774,68.04724121,68.84183502,68.80604553,1.115671515,68.08102417,48,68.0333252,50,68.07945251,2.850258112,0,0,0,0,70.3791275,70.3546524,0,0,0,0
2026/02/03 3:31:15.710 AM -06:00,67.54277039,67.57754517,63.95601654,67.72819519,67.5164032,1.075356126,63.87492371,48,68.60816956,50,67.82741547,2.328994989,0,0,0,0,69.2694931,69.5171051,0,0,0,0
2026/02/03 3:31:15.710 AM -06:00,67.92055511,66.62156677,68.4120636,69.23868561,68.9726181,2.632032394,68.09563446,50,68.04985046,47,68.71014404,4.625869751,69.88439941,69.31758118,69.22524261,69.55137634,68.60743713,69.0171051,68.62225342,65.42209625,64.87508392,68.27036285
2026/02/03 5:45:39.480 AM -06:00,67.60180664,66.58036804,68.16353607,68.39600372,67.82670593,2.620886326,67.60511017,49,68.10522461,50,67.84231567,4.588835716,68.58456421,68.5535965,68.00270844,68.31228638,68.69415283,69.01356506,68.21138,64.98210907,64.48984528,67.65013885
2026/02/03 5:45:39.480 AM -06:00,67.36101532,67.25936127,84.72225952,81.99040985,70.266922,16.85066605,69.42518616,47,68.37159729,47,68.26747894,20.84788895,86.53092194,86.15148926,70.5137558,71.84449768,69.48756409,69.57794952,69.31726837,80.28621674,68.8469696,68.63661957
2026/02/03 8:00:03.250 AM -06:00,67.60784149,66.4072876,83.6649704,81.54554749,66.16984558,15.97474384,66.073349,49,68.29219055,46,68.63327789,20.54314041,86.20707703,84.41902924,66.8182373,69.45982361,69.26561737,70.08872223,66.82148743,79.51860809,64.96531677,65.7401886
2026/02/03 8:00:03.250 AM -06:00,66.85482788,67.0568161,74.70014191,74.31016541,68.85511017,9.477109909,68.88463593,46,67.7902298,49,67.69863892,12.29784203,76.13261414,76.82117462,69.76831818,67.51976776,68.78100586,69.39029694,69.2205658,73.85028076,68.41000366,68.38366699
2026/02/03 10:14:27.020 AM -06:00,66.92521667,66.41165161,74.80049133,74.2179184,67.14920807,9.377867699,67.02627563,46,67.94432068,48,68.01821899,12.76502705,75.80988312,76.82277679,67.62896729,69.38465881,68.98968506,69.43386078,67.92032623,75.06508636,66.23727417,66.56243134
2026/02/03 10:14:27.020 AM -06:00,67.50469971,67.03108978,76.00582123,75.93654633,68.66467285,9.956293106,68.62514496,47,68.11346436,46,67.69539642,14.41483212,78.03649139,79.32556915,69.62934875,67.81367493,69.16459656,69.17411804,69.39675903,73.39471436,68.18811035,68.42350769
2026/02/03 12:28:50.790 PM -06:00,66.9907074,67.09012604,78.66429138,75.10534668,67.6968689,10.48839569,69.42353821,46,68.07281494,47,67.93221283,14.32557583,76.56116486,78.16386414,70.37004089,68.07899475,69.27263641,69.25756073,67.85004425,75.29941559,68.71265411,67.07717133
2026/02/03 12:28:50.790 PM -06:00,67.31136322,66.53632355,80.24286652,77.70022583,69.17094421,12.76106167,67.59492493,44,67.95259857,44,67.76844788,17.76462173,79.59626007,82.86330414,67.78569794,69.76405334,69.00532532,69.64852905,69.34933472,78.75693512,66.84391785,68.55944061
2026/02/03 2:43:14.560 PM -06:00,66.94878387,66.77099609,79.54269409,76.77791595,67.78094482,0,67.56036377,43,67.92116547,44,67.81046295,17.86012077,78.30474091,80.72564697,69.11170959,68.89019012,69.09947205,69.45354462,68.36048889,77.7144165,67.00395966,68.19561768
2026/02/03 2:43:14.560 PM -06:00,67.12680054,66.43180847,80.48309326,77.77638245,68.43818665,13.21675968,68.52224731,44,68.10223389,43,67.69739532,1.345528126,79.16470337,81.84802246,68.15493774,68.12576294,69.3247757,69.32505035,72.42751312,78.46891022,68.19018555,67.20189667
2026/02/03 4:57:38.330 PM -06:00,67.35135651,66.47600555,80.08654785,77.71615601,67.86039734,13.12624168,67.70978546,44,68.19532013,43,67.90200806,17.76007843,79.26996613,81.80723572,68.21359253,68.86021423,70.01078796,69.27420807,72.37491608,78.2015686,67.10791016,68.08435059
2026/02/03 4:57:38.330 PM -06:00,67.11540222,66.56809235,79.51824951,77.17845154,68.33470917,3.679850101,68.38644409,43,68.04338837,44,67.74732971,0,78.20722198,80.716362,69.25328827,68.0522995,69.30630493,69.53536987,73.31226349,77.74958801,68.06188202,67.26647949
2026/02/03 7:12:02.100 PM -06:00,67.32256317,67.1349411,80.23062134,77.87085724,68.82382202,3.705355644,68.92666626,43,68.14013672,43,67.99359894,1.327892661,79.33933258,82.07098389,70.04676819,69.30537415,69.21887207,69.32885742,74.33864594,78.46604919,68.46854401,68.33919525
2026/02/03 7:12:02.100 PM -06:00,66.92470551,66.45442963,78.95667267,76.51373291,67.03044891,12.83881474,67.24497986,44,67.96446228,45,67.7768631,18.43326378,77.54616547,79.86068726,67.56786346,67.44849396,69.36994171,69.47561646,72.0300293,77.23743439,66.74723053,66.42685699
2026/02/03 9:26:25.870 PM -06:00,67.33912659,66.32965088,80.21045685,77.91278839,68.96483612,12.66011143,68.86607361,43,68.06466675,43,67.85714722,17.85713196,77.96813965,79.97749329,69.58881378,68.01702118,69.20081329,69.34172058,74.12359619,78.36949158,68.17591858,67.01013947
2026/02/03 9:26:25.870 PM -06:00,66.92388916,67.06308746,79.28546143,76.89157104,67.66625214,12.86559105,67.5802536,44,67.94868469,44,67.91921234,16.81495667,79.09366608,81.75278473,67.8383255,69.39836884,69.32926941,69.41415405,72.75222015,77.53217316,66.87769318,68.61495972
2026/02/03 11:40:49.640 PM -06:00,67.32528687,67.00518036,80.46872711,77.40650177,68.89426422,12.7434721,68.54938507,43,68.06241608,43,67.91181183,16.53603363,78.38239288,81.92477417,69.47522736,69.43115234,69.09179688,69.38957977,74.00576019,78.21642303,68.05031586,68.55348206
2026/02/03 11:40:49.640 PM -06:00,66.88067627,66.4719696,78.6349411,79.71082306,67.38635254,13.99656582,67.32633972,44,67.8429184,44,67.79724884,18.864254,82.58995056,79.86749268,67.79548645,67.85808563,69.4545517,69.52088165,72.48886108,76.04514313,66.27022552,66.43606567
2026/02/04 1:55:13.410 AM -06:00,67.33017731,67.11401367,81.61081696,80.7752533,66.06882477,15.05826473,68.78475952,42,68.00450897,44,67.93939972,19.52422333,84.05390167,83.16745758,67.12136841,67.13890076,69.36978912,69.54206085,73.68125916,77.79065704,68.32965851,68.22100067
2026/02/04 1:55:13.410 AM -06:00,66.92568207,66.41409302,72.2996521,72.4801712,68.66530609,8.12767601,65.96726227,43,67.90315247,42,67.71828461,12.1443758,73.09414673,73.31580353,69.54698944,69.21114349,69.17807007,69.19742584,71.3754425,71.00627136,64.85708618,65.43777466
2026/02/04 4:09:37.180 AM -06:00,67.60580444,67.1519165,76.838974,81.55699921,69.50869751,12.26119614,68.82717133,40,68.43427277,40,69.0858078,15.37555885,80.31467438,80.00859833,69.90725708,70.17928314,70.15774536,69.49728394,74.28179169,74.58467102,68.38516235,68.7355423
2026/02/04 4:09:37.180 AM -06:00,66.68479156,66.18080902,78.8530426,79.50157166,66.53853607,14.06200695,66.54208374,44,67.90846252,44,67.89829254,19.10591888,84.52560425,82.9954834,67.04902649,67.36673737,69.25984955,70.77352905,71.69945526,72.26078796,65.63814545,65.4804306
2026/02/04 6:24:00.950 AM -06:00,66.83935547,66.39308167,77.91699219,86.04096222,67.81580353,13.77753162,67.74782562,44,67.95178986,43,67.78330231,17.75670052,82.46508789,81.84283447,67.94425201,68.10614777,69.36747742,69.47819519,81.39554596,73.1583252,67.07875824,69.61421204
2026/02/04 6:24:00.950 AM -06:00,67.18227386,66.81712341,83.79905701,80.3106842,75.1516571,13.97044182,75.03225708,43,68.11413574,45,68.01667786,17.12628174,96.68280029,93.35464478,82.70365906,85.48542786,69.51557159,69.65058136,71.91486359,82.64886475,71.04779053,66.33016205
2026/02/04 8:38:24.720 AM -06:00,67.28864288,66.38285828,78.95709991,81.01026917,68.87207031,13.7613306,69.25576782,45,68.16784668,44,67.80060577,14.34528351,83.50750732,82.88805389,71.47174835,69.36077118,69.23790741,69.60347748,74.24833679,72.55188751,66.73980713,68.53070831
2026/02/04 8:38:24.720 AM -06:00,66.80617523,67.16897583,77.48254395,80.08407593,67.48989868,13.89539337,67.29067993,44,67.88334656,46,68.22899628,19.05882454,82.09431458,81.57502747,67.63332367,68.0107193,69.57897949,69.436409,72.53017426,75.14012146,68.17372131,66.99736023
2026/02/04 10:52:48.490 AM -06:00,66.90306854,66.60353088,79.46149445,82.31492615,68.6915741,15.13110161,67.25891876,45,67.96025848,46,67.84158325,19.85156631,85.36617279,85.04394531,70.14808655,67.50579071,69.09822845,69.58065033,73.96836853,72.57146454,65.3562088,68.43757629
2026/02/04 10:52:48.490 AM -06:00,67.36248779,67.14286804,74.07936096,73.62409973,66.5892868,0.030433288,68.91062927,46,68.18244934,45,68.03128052,0.48380053,73.76028442,74.90390778,67.64501953,69.10839081,69.47345734,69.39300537,72.40797424,77.00444031,68.32544708,65.85464478
2026/02/04 1:07:12.260 PM -06:00,66.98568726,67.06251526,79.71286011,78.09034729,67.36335754,0,67.37763214,45,67.93239594,45,68.04082489,0.699241579,80.51525879,81.32550049,67.73918152,67.83195496,69.19698334,69.56278992,72.43598175,77.62966156,66.82744598,66.87224579
2026/02/04 1:07:12.260 PM -06:00,67.3719635,66.56277466,77.52102661,76.52885437,68.64585876,13.71349621,68.48556519,46,68.12084198,46,67.75473785,18.71226311,77.75621033,79.44151306,69.51451874,69.37273407,69.34964752,69.19269562,74.18962097,75.12786102,68.07141876,68.19537354
2026/02/04 3:21:36.030 PM -06:00,67.27638245,66.97789001,78.03910828,77.2607193,68.31755066,12.07373428,68.23937988,45,68.18927002,46,67.96065521,16.35695076,79.34121704,77.98677063,67.99111176,68.13746643,69.34399414,69.69688416,72.38419342,76.18582153,68.03961182,65.98574829
2026/02/04 3:21:36.030 PM -06:00,67.01573181,66.81676483,76.57263947,75.89685822,67.90552521,10.76806641,67.49603271,47,67.95735168,48,67.84371948,14.76802349,77.44055176,80.19535065,69.23574829,68.65694427,69.08763885,68.97023773,74.00008392,74.11708069,66.49251556,68.23291779
2026/02/04 5:35:59.800 PM -06:00,66.91618347,66.58437347,71.47120667,72.0421524,67.12618256,5.643974304,66.90713501,47,68.0293045,48,68.12805176,9.521393776,72.76423645,72.11669159,67.39624023,67.57670593,69.0479126,75.27481079,73.86436462,70.48182678,65.85305786,65.3600235
2026/02/04 5:35:59.800 PM -06:00,67.35322571,67.0281601,85.18013,84.46225739,71.03292847,18.38266373,70.58407593,45,68.28514862,46,67.81763458,22.40174103,88.02646637,87.69036102,72.94599915,72.28193665,69.32440948,68.92378998,70.90583038,84.78522491,68.91954803,69.21588898
2026/02/04 7:50:23.570 PM -06:00,67.64131927,67.15522766,87.08382416,84.87138367,69.87138367,19.022295,69.99449158,43,68.72106934,43,69.00360107,23.90131187,88.21135712,88.47534943,71.79325867,70.93254852,70.20147705,70.38497925,74.09317017,86.08766937,68.95027924,68.94128418
2026/02/04 7:50:23.570 PM -06:00,66.77552032,66.39128876,75.11567688,74.84630585,66.00682068,10.57582474,66.21881866,47,67.92286682,48,67.72289276,14.04558563,77.50162506,78.86366272,67.05622101,67.3828125,68.89961243,69.11083984,70.03128815,72.48200226,64.63199615,65.29312897
2026/02/04 10:04:47.340 PM -06:00,67.4686203,67.13352966,76.7203064,77.88850403,69.06704712,11.4336834,68.95130157,47,68.22640991,46,68.04180145,16.67925453,82.78443146,80.48031616,70.20648956,69.9076004,69.40940094,69.34774017,73.38300323,76.19396973,65.97522736,68.53134918
2026/02/04 10:04:47.340 PM -06:00,66.94385529,66.51950836,78.94927979,76.04032898,67.48323822,12.89299297,67.46053314,46,67.96880341,48,67.7567749,14.99141026,79.39919281,85.54270172,67.69184875,67.86791992,69.15392303,69.06867218,71.30117798,74.03520966,68.3265152,67.11694336
2026/02/05 12:19:11.110 AM -06:00,67.40275574,67.07030487,77.26634216,77.57858276,68.98028564,11.17255211,69.4557724,47,68.26853943,48,67.80874634,14.60705948,81.08883667,80.56767273,72.04523468,67.70968628,69.36577606,69.15602875,70.51319885,74.33843994,68.47418213,68.6385498
2026/02/05 12:19:11.110 AM -06:00,66.85736847,66.38877106,82.30995941,76.12812042,67.18897247,13.84582233,67.26056671,45,67.94818878,45,68.13118744,18.2212677,79.42178345,86.01799774,67.54220581,69.41376495,69.30316925,69.34033203,73.26670074,78.42012787,66.56902313,66.32130432
2026/02/05 2:33:34.880 AM -06:00,67.44756317,67.04981232,81.92198181,76.45184326,67.40110779,13.86318779,67.35382843,47,68.10842896,45,68.10141754,18.20775414,79.75632477,82.80571747,67.64208984,67.59681702,69.28269196,69.37182617,70.92479706,78.38625336,66.67443848,66.77735138
2026/02/05 2:33:34.880 AM -06:00,66.9914856,66.43571472,80.49900818,77.56388855,68.80014038,13.25645828,68.74996185,45,67.94004059,47,67.77312469,16.55927658,81.18861389,85.19133759,69.48869324,69.39576721,69.09456635,69.47586823,73.21638489,77.52014923,68.29031372,68.47240448
2026/02/05 4:47:58.650 AM -06:00,67.01853943,66.47775269,80.82009888,77.17436981,68.55862427,13.37065411,68.46257019,46,67.97296906,45,67.753685,16.16791153,80.75814056,83.90305328,67.57492828,69.04229736,69.09043884,69.43602753,71.04316711,77.79663086,68.23484039,66.85311127
2026/02/05 4:47:58.650 AM -06:00,67.46918488,67.10414124,79.74528503,76.21336365,67.42393494,12.81851101,67.43273926,45,68.22762299,46,68.03417206,17.42226028,79.68848419,82.46231842,69.31238556,67.6842804,69.30828094,69.08988953,72.86463928,74.1205368,66.74404144,68.30599976
2026/02/05 7:02:22.420 AM -06:00,66.95133972,67.09133911,79.9916687,77.6810379,69.27069092,12.74075508,69.95779419,45,67.89543152,46,67.78060913,15.7896204,81.67830658,84.26659393,71.10063934,70.31898499,69.07019043,69.04216766,73.36804199,74.65792847,69.1264267,68.87117767
